1994	00000161-37fa-52e5-8689-1aacff87af3d
1952	00000340-e9ec-51bf-970b-34e99e491634
1907	00000398-7fca-537f-96e1-3b7cbb3c8248
1833	00000612-5bcc-54b0-9476-da350c568013
1924	000008f4-f5ce-5093-ad6b-0f0d356ff42a
1967	000008f6-a79e-5ab5-9550-f1984c038365
1911	00000983-28b3-54c3-a858-e03121fa535d
1966	00000c43-14d3-5eb5-97c9-f20aebb9ea73
1971	00001061-9f45-5d77-be12-9eda282a230e
2002	000011e2-457e-5085-9445-4246993d18a6
1928	0000129b-0f64-524e-abe4-a585c2cf38cf
1930	000012c6-8dea-51aa-b525-e64061c916fc
1987	000012f9-5173-54c3-8712-9cfcf109b77d
1813	00001322-2ec5-539b-beb8-db13bdcdb224
1908	00001384-3e9e-5687-8333-2ec5940647f2
1994	0000149d-5c00-51f2-bef1-7507e051d6bc
1990	000015e3-a5f0-5b95-999e-d03cb47669b0
2002	00001616-a51e-5fde-9801-05ceaa5ade10
1873	00001cc2-a9c5-5790-bc5c-b324d757395e
1942	0000264a-75b6-5025-9902-6d7e29c51e55
1945	00002694-5595-5b95-8a1a-409a8062d00a
1966	00002736-39d7-51c3-bb99-9cfc2d42ecd6
2004	000027e3-65c3-570f-be35-329ecac73c3f
1990	000028ad-6940-5352-8138-1b3904707512
1915	00002d94-50d0-5ac6-8ca5-09b85d46ba79
1971	00002f68-e091-526f-92ff-c30a5145ecfb
1987	00003092-eac2-5340-b089-e36cc5d5ca14
1841	000032f0-5f05-52d3-8e78-41f62d174477
1839	00003347-986d-53c4-824b-3c7991e91560
1953	00003501-6b3a-5c97-a2f1-6924f27d8f3b
1952	00003515-a184-5187-bdea-9998dd2c63b7
1994	0000353d-95ef-531d-9f58-d3c139819e85
1999	00003b2b-3c17-511d-a0fa-334a371c7613
1878	00003f2f-c6a6-510c-b1cb-f755b3fb1fc7
1984	00003f33-8eca-5b50-9afc-eead221c2c9f
1987	000040ef-9c70-5bf4-988f-71c5dcde88cb
1922	000042ae-1121-5b5c-8810-22ed37967941
1907	00004367-40ed-5364-a7cb-e4fea63e4690
1945	000044d6-07ae-5596-a0be-e455b2787707
1922	000048e5-abe9-599c-83e9-de283654ad2f
1927	00004971-f9aa-50d7-8516-4e039c5a2e11
1837	00004ed3-7f75-5a69-8fbf-330982ae3037
1898	00005047-98a7-569f-8dd1-51d95a73455d
1901	00005237-6a5f-560f-afd1-1c9ba87e12d9
1887	00005775-d960-59ed-9a14-517ccd4015e2
1854	00005946-85bd-5355-a260-490fc1b331db
1892	00005952-2196-54ef-b61a-79e7c5768afa
1910	000059ad-6510-555b-bba8-673bd86789e4
1994	00005ac0-06d1-5e90-9b50-174c354297f1
1971	00005bb8-90b5-51f7-92fd-18590a0149a5
1978	00005e37-86eb-57f7-aff6-51cac18dd920
1938	00005f42-591a-5f01-a04d-dbbdf27e069c
1912	00005fce-09a5-57ea-a997-28f969c54edd
1982	00006103-d95d-540f-a335-4b393a4440ff
1819	00006134-6cb5-50dd-8e55-6f633433d3e4
1874	000061e6-7073-547c-9800-3fcce55c5f3b
1960	0000620a-b66c-5b7f-ac4d-22858ee1cf5a
1913	0000646a-1eaf-5221-8bbb-cafa79b2baf6
1866	000064d7-3840-5166-b316-2122adbc6255
1838	000065ea-d9cc-5dbd-b54f-42910b32131d
1951	00006703-d77b-53eb-962b-fedb951bb932
1894	00006bc9-1ad4-5e08-a836-9f04f85b9d0a
1987	00006bf0-65ab-5273-be15-81f0a98523f4
1935	00006d0a-2fba-57d7-b446-cb1bd394d403
1878	00006da7-ca00-590b-9e93-d69045f5719f
1758	00006ea8-0366-5ad4-9d8d-60ffbdbce8b6
1875	000071bb-8cfa-5e54-8469-e121091f8061
2001	000074dd-c692-50da-9603-f6a5f395b815
1906	00007548-f624-5c8b-9fa2-6d0dd708f041
1869	000075c0-f13c-52f6-a0e6-8e30f8452ea9
1940	000075ee-84ff-5a99-b2ed-c43d63065c79
1878	00007682-3fe3-5284-b4b6-8fced31dbc60
2006	0000790f-ebd5-5dc8-99d1-376df9ec4f30
1951	000079b9-b042-57c7-8bbe-05cbd6eee0f0
1954	00007c18-2bd3-5ba0-b9ee-0b67eda2f43d
1993	00007ebe-401e-5937-9832-d7b9ab970228
1985	00008028-1dbc-53f7-9801-353b974b262a
1956	0000809c-a225-5aa9-a016-257f2be63e36
1834	00008158-8366-5d02-a018-da912740b0fe
1998	000081f2-4619-5e3c-af73-949bdd26c570
1935	00008276-c98f-56e1-a0ff-c3eff2b37c1d
1951	000082ca-49b8-58cc-aa67-6e719f757769
1875	0000830c-0065-5797-95d1-9898345dc56e
1846	00008316-9466-57c4-9376-a0cb04fbdb26
1864	00008684-ca3a-52ff-bdef-fddab2f150d8
1976	00008832-4321-5da6-a785-c97bab9cbf2d
1934	0000883f-4d2a-5998-8199-6ed6d6550e6e
1924	00008a57-57cd-5523-826b-261f0e658107
1989	00008b33-1c84-5d6a-a9bd-3638fc1b5252
1885	00008f88-2cc3-5629-850b-991503312ec3
1932	00009079-409c-5c32-9508-e7dace6264c3
1915	0000924c-0fa1-5bbb-81b4-12aa51c3193c
1903	0000959b-4af7-543d-985a-dd7556652943
1888	000098e8-5b93-5e01-8d2b-4a3aa7658673
1988	00009965-7ca8-5d99-a7b7-17885f47903b
1991	00009a4d-7ecf-5605-a06c-731d575917be
1860	00009bbd-ac13-5990-9e33-6b9fe91f810c
1839	0000a142-0f6c-5ca3-813b-50fa31ebb602
1881	0000a222-a131-5778-adde-1bfbdbe8d9ea
1758	0000a279-49b4-519d-b943-6926b2df290e
1907	0000a2c1-5cba-5964-a8f8-c7242a231131
2009	0000a366-dcd0-5d78-94bf-f70043cabd7b
1866	0000a4bf-8dd3-5f2e-808c-3fcb5a6b98fc
1980	0000a82b-10d8-5478-ba8c-71ec51681c3c
2001	0000a9d0-a765-5ce7-84d9-d16c604a93dd
1948	0000aaa5-7faf-5142-bc2e-b70e0dce882b
1872	0000ab4c-08e8-5d0d-a8a6-8a1b21e1042a
1853	0000ad33-d8d9-51a9-a360-fc1116a6da00
1912	0000b010-82a4-5f8c-a252-f8fdf2c109e4
1803	0000b0fc-c51e-5a0e-beb0-da46d5a8ee6f
1835	0000b1a9-eb67-5d45-9f39-30e2c3348dbf
1758	0000b248-5a4d-56d6-8f91-5be7924b9ee9
1807	0000b280-ffdf-5e04-a0a3-1e1b4eae3e73
1972	0000b6d7-62eb-54a4-b843-9ce7a89e84d9
1902	0000b6df-83cb-5204-80b2-c489a76b1e21
1761	0000b785-7374-5868-8443-c5829a8c349a
1910	0000b81e-6045-5079-a889-e598bb32bcea
1950	0000b820-af7b-5b22-8253-c0beaa690595
1984	0000b921-4087-57e0-815d-342c5651501c
1920	0000b96a-a328-51c2-a866-26cfdab98025
1959	0000b9cd-811e-5f31-b411-2b62502aac49
1758	0000bb3f-c22e-592a-8892-825d62f861c9
1935	0000bd46-89ea-52ce-93ba-81cdaec959f9
1938	0000bd54-799a-5899-af75-c5ee4634ee5b
1934	0000bd67-c155-5a57-8d3b-cf8ab2f5bed3
1861	0000bda9-a205-52cc-aa32-277c8028ffae
1950	0000beac-3517-5baf-9150-9c47fe576ec6
1895	0000c12a-8499-566e-85bf-174faf56eb97
1960	0000c389-a903-505f-be7b-96e76c92d37a
1887	0000c3a7-a342-5488-8372-e4f0e15367fb
1844	0000c80f-8783-5670-9d80-6c001fcbd18b
1907	0000c848-b29d-5ae5-8ee6-39c4f5f74b2e
1907	0000caaf-3a96-5718-b527-3a9381e811b4
1982	0000cb95-df88-57c8-b8b8-4f1a700d82e6
1966	0000ce32-a540-5a73-8bf7-f4d035bd0d72
1866	0000ceee-191a-5bdd-969f-3b34d3b5e3a4
1859	0000d1a1-e6ab-525e-945b-ed37f6f98296
1855	0000d2ec-f4c9-5b11-9993-1ed1e3d014c8
